Winner,Matches diff,Winrates diff,Counter picks winrate diff,Synergies winrates diff,Networthes diff,Signatures diff,R1 rank,R2 rank,R3 rank,R4 rank,R5 rank,D1 rank,D2 rank,D3 rank,D4 rank,D5 rank
1,7078,-0.0262,0.03321,0.00865,1044,-1,1,18,234,12,3,128,9,38,157,7
0,-14,0.0094,-0.02787,0.00793,4408,0,91,95,46,76,16,530,315,156,165,81
0,-1038,-0.0156,0.04436,0.00197,-3743,-1,585,1656,307,681,524,598,1816,2661,539,573
0,13170,-0.0342,0.03904,0.01129,-2624,1,118,56,103,120,63,468,37,13,42,164
1,7078,-0.0262,0.01833,-0.01597,-1064,2,1,12,18,234,3,128,9,38,157,7
1,-25518,0.023,-0.01876,-0.00435,-1752,0,9,112,312,64,2459,51,43,39,97,172
0,-24883,0.0378,-0.01091,1e-05,-2833,-2,468,37,13,42,164,64,79,28,68,262
1,1038,0.0156,-0.02697,-0.01366,2318,0,598,1816,2661,573,539,585,681,307,1656,524
1,24883,-0.0378,0.00652,-0.00789,-2632,1,79,64,28,68,262,468,37,13,42,164
1,4154,0.0022,-0.02716,-0.00106,-1814,-1,41,20,177,17,24,128,9,38,157,7
0,-4154,-0.0022,-0.01562,0.01321,-2212,1,128,9,38,157,7,41,20,177,17,24
1,-24883,0.0378,-0.01496,0.01476,-674,-2,468,37,13,42,164,64,79,28,68,262
0,29062,0.0018,-0.00937,0.02244,-1093,-1,890,566,1073,556,381,511,502,922,508,1505
0,29062,0.0018,-0.06642,0.00478,-1788,0,890,566,1073,556,381,511,502,508,922,1505
1,29062,0.0018,-0.01771,0.00359,180,-3,890,566,1073,556,381,511,502,508,922,1505
0,15889,-0.011,0.04296,-0.0009,-2072,-1,659,299,94,356,15,1627,539,5,16,1
1,12805,0.003,-0.06774,0.02022,1280,2,253,60,335,770,260,511,922,502,508,1505
0,15889,-0.011,0.02526,-0.00556,2782,-2,659,299,94,356,15,1627,539,5,16,1
1,-12805,-0.003,-0.05659,0.0173,3408,-2,511,508,502,922,1505,260,60,335,253,770
1,-19577,0.0152,-0.04792,-0.03425,5558,0,9,4,390,589,2,890,566,1073,1547,381
1,12805,0.003,-0.00472,-0.00396,-103,1,335,60,770,253,260,511,922,502,508,1505
1,-19577,0.0152,0.00429,0.06725,6654,-2,589,4,390,9,2,890,566,1073,1547,381
0,-841,-0.0012,0.03939,-0.03405,3684,0,659,94,15,356,299,183,508,202,285,155
0,-26168,0.003,-0.03203,0.0038,594,1,1627,539,5,16,1,713,109,349,706,686
0,26168,-0.003,0.01217,0.00927,-789,-1,713,109,349,686,706,1627,539,5,16,1
0,-841,-0.0012,-0.00924,-0.00861,-4141,0,659,299,94,356,15,183,202,285,508,155
0,-26168,0.003,-0.03636,-0.00924,-3481,0,1627,539,5,16,1,713,349,109,686,706
1,-841,-0.0012,0.05812,0.0,1164,-2,659,299,94,356,15,183,202,285,508,155
0,19433,-0.0098,0.04847,-0.02422,-3394,-1,191,330,27,215,519,72,136,184,336,63
0,-19433,0.0098,-0.05575,0.00118,3387,1,72,136,184,336,63,27,330,191,215,519
0,-7898,0.0112,0.04367,-0.00301,-928,1,73,461,57,311,148,140,51,306,244,30
0,19433,-0.0098,-0.00534,-0.03133,414,1,27,191,330,215,519,72,136,184,336,63
1,7898,-0.0112,0.02552,0.03292,1241,0,140,30,244,306,51,73,461,57,148,311
1,-501,0.003,-0.01489,-0.01709,500,-1,530,315,156,165,81,191,27,330,215,519
0,-18918,-0.0026,-0.01275,-0.03269,-1359,0,72,136,184,336,63,91,95,46,76,16
0,501,-0.003,-0.02097,0.03171,-3057,-2,191,27,330,215,519,530,315,156,165,81
1,7402,0.005,0.03396,0.0109,3594,2,1,12,18,234,3,176,152,36,105,209
0,-19606,0.0058,-0.01154,-0.04883,773,1,221,13,180,5001,31,118,103,120,63,56
1,7402,0.005,0.02644,-0.00769,3226,0,1,234,12,18,3,176,36,209,152,105
0,-18918,-0.0026,0.00915,-0.0263,-2733,0,72,136,184,336,63,91,95,46,76,16
1,-42131,0.0272,0.04875,0.0083,1508,-1,9,312,112,64,2459,73,461,57,148,311
1,14440,0.0288,-0.02996,0.00667,6549,-1,58,178,11,5001,367,524,1656,307,681,585
1,19606,-0.0058,-0.0279,-0.03499,-143,2,118,56,120,63,103,13,221,5001,180,31
0,7402,0.005,-0.02857,-0.0236,-2055,-1,1,12,18,234,3,176,152,36,105,209
0,24511,-0.0154,-0.01935,-0.00383,-2190,-1,140,244,30,306,51,51,43,39,97,172
1,-42131,0.0272,0.01638,0.00999,167,1,9,112,312,64,2459,73,461,57,148,311
0,-14440,-0.0288,0.05078,0.01542,-8338,1,524,585,681,307,1656,58,178,11,5001,367
1,22837,0.0222,0.0048,-0.03059,5370,0,128,9,38,157,7,13,5001,180,221,31
1,9804,-0.0138,-0.05379,-0.058,5964,-1,65,372,259,38,365,598,2661,573,539,1816
1,22837,0.0222,-0.01746,0.01772,3820,-1,128,9,38,157,7,31,5001,221,13,180
1,-24511,0.0154,0.00868,-0.00181,34,0,51,43,39,97,172,140,30,244,306,51
0,-42131,0.0272,-0.00867,-0.01139,-1195,-1,9,112,312,64,2459,73,461,57,148,311
0,-7385,-0.0302,-0.03549,-0.00789,-3230,1,63,118,120,103,56,41,20,177,17,24
0,-9804,0.0138,0.04539,-0.00773,-1517,-1,1816,573,2661,539,598,372,259,65,38,365
0,-1404,0.0054,-0.00958,-0.01355,3927,-2,1,234,18,12,3,64,79,28,68,262
1,7385,0.0302,0.0142,0.039,5679,-1,41,20,177,17,24,118,103,120,63,56
1,-1404,0.0054,-0.02747,0.02836,311,-2,3,18,234,12,1,79,64,28,68,262
1,-16077,0.0374,0.00539,0.02076,-758,0,468,37,13,42,164,176,152,36,105,209
0,16077,-0.0374,-0.03466,-0.02045,-1648,-1,176,152,209,36,105,468,37,13,42,164
0,-1404,0.0054,-0.03539,-0.00926,2162,0,18,12,234,1,3,64,79,28,68,262
0,-1665,-0.022,-0.01405,-0.0102,-4169,-1,192,580,109,463,758,214,54,21,321,119
1,1665,0.022,0.03524,0.0075,1739,0,214,54,321,21,119,192,580,109,463,758
0,-1665,-0.022,0.00436,-0.00988,-3015,1,463,580,758,192,109,214,54,321,119,21
0,1665,0.022,0.02881,0.00109,474,-1,214,54,321,119,21,463,580,192,109,758
1,4505,-0.001,-0.0462,-0.00723,458,0,463,580,192,109,758,425,509,195,500,5
1,4505,-0.001,0.04248,-0.00742,2852,2,580,109,192,463,758,509,5,500,195,425
0,4505,-0.001,-0.00495,0.0,535,0,463,580,109,192,758,509,425,500,195,5
0,-11564,0.0004,-0.02217,-0.00051,336,0,93,57,17,90,46,92,177,340,77,186
0,11564,-0.0004,-0.04692,-0.00078,-1960,1,92,177,340,77,186,93,57,17,90,46
0,-11564,0.0004,0.01779,0.00841,423,0,93,57,17,90,46,92,177,340,77,186
1,26393,0.0002,-0.03562,0.01204,-793,-2,92,177,340,77,186,5001,154,188,312,129
0,26393,0.0002,-0.0082,0.00783,-300,2,92,177,340,77,186,5001,154,188,312,129
0,23528,-0.0492,-0.02746,-0.0139,-5356,0,26,107,118,125,125,59,850,326,527,501
1,26393,0.0002,-0.01062,0.01257,1002,-1,92,177,340,77,186,5001,154,188,312,129
0,-23528,0.0492,-0.01213,-0.00457,642,1,59,850,326,527,501,26,107,118,125,125
1,-23528,0.0492,-0.00997,-0.02379,3594,-2,59,850,326,527,501,26,107,118,125,125
0,-23528,0.0492,0.07476,0.00593,399,-1,59,850,326,527,501,26,107,118,125,125
1,-23528,0.0492,0.01352,-0.01817,979,0,59,850,501,527,326,26,107,118,125,125
0,-110,-0.0328,-0.04562,-0.00888,-1626,1,828,77,2560,92,206,59,850,326,527,501
0,-110,-0.0328,-0.00788,-0.01712,-3369,1,77,828,2560,92,206,59,850,326,527,501
1,49532,-0.0096,0.00711,-0.03223,5177,1,109,580,192,463,758,867,5001,1734,851,173
1,49532,-0.0096,0.00249,-0.01433,1971,0,192,580,109,463,758,867,1734,851,5001,173
1,6170,0.021,-0.00114,0.02972,4273,-2,214,54,321,21,119,509,5,195,425,500
1,-15382,-0.0,0.03272,0.01335,1474,0,867,5001,851,173,1734,274,11,201,815,148
0,-6170,-0.021,0.02571,-0.00099,-1227,1,509,5,195,425,500,214,54,321,21,119
0,15382,0.0,0.0143,-0.00208,-3430,1,274,11,815,148,201,867,5001,851,173,1734
1,15382,0.0,-0.02452,-0.02056,2750,-1,274,11,815,201,148,5001,867,851,173,1734
0,-29906,-0.005,0.03309,0.01762,-511,1,4988,685,193,884,102,463,580,192,109,971
1,29906,0.005,-0.03668,0.00769,2346,0,109,580,192,463,971,685,102,4988,884,193
1,33920,-0.0026,-0.02038,0.01749,-589,-3,509,5,195,425,500,4988,685,193,884,102
1,3902,0.0012,0.05853,-0.00402,-305,0,1,11,25,413,368,93,57,17,46,90
0,-33920,0.0026,0.01613,0.02848,-480,-1,4988,884,193,102,685,425,509,195,5,500
0,-3902,-0.0012,0.0808,0.00432,166,0,93,57,17,90,46,1,11,25,413,368
1,46082,-0.0086,0.00392,-0.0055,-409,-1,92,177,340,77,186,157,68,932,402,405
1,46082,-0.0086,0.00484,-0.00478,5996,0,92,177,340,77,186,157,68,932,405,402
0,46082,-0.0086,0.03857,0.02999,-2995,1,92,177,340,77,186,157,932,68,405,402
1,-16826,0.0024,0.04775,0.06894,833,-2,5001,154,188,312,129,74,216,315,259,313
0,7662,-0.0016,-0.01005,-0.00474,-4526,1,92,177,340,77,186,1,11,25,413,368
0,16826,-0.0024,0.00865,0.00602,-424,0,74,216,259,315,313,5001,154,188,312,129
0,7662,-0.0016,-0.02796,0.01739,-3526,0,92,177,340,77,186,1,11,25,413,368
1,583,0.0118,-0.02825,-0.00878,1863,1,77,828,2560,92,206,163,115,136,327,174
0,-15076,-0.0032,0.05199,0.01042,-4781,1,5001,154,210,312,129,93,17,57,46,90
1,15076,0.0032,0.02228,-0.03031,5435,-1,93,57,17,46,90,5001,312,154,210,129
0,583,0.0118,-0.06324,0.00355,-1393,0,77,828,2560,92,206,163,115,136,174,327
0,-7662,0.0016,0.01618,-0.01148,-5157,0,1,11,25,413,368,92,177,340,77,186
0,-23528,0.0492,0.01718,0.00455,-1346,0,59,850,326,527,501,26,107,118,125,125
1,583,0.0118,-0.02625,-0.0181,2606,1,92,828,2560,77,206,163,174,136,115,327
1,-23528,0.0492,0.06242,-0.00298,3090,0,59,850,527,326,501,26,107,118,125,125
1,23528,-0.0492,-0.071,0.01841,2543,0,26,107,118,125,125,59,326,850,527,501
0,1404,-0.0258,0.03266,0.01249,-710,-2,77,261,120,123,354,77,828,2560,92,206
1,-3966,0.0194,-0.05048,0.0,4518,1,163,174,136,115,327,97,223,264,337,239
1,-1404,0.0258,-0.04581,0.0,2187,0,828,77,2560,92,206,77,261,120,123,354
0,3966,-0.0194,0.06113,-0.0049,-680,0,337,223,239,97,264,163,115,136,174,327
1,1404,-0.0258,0.07608,-0.00978,-15,0,77,120,123,261,354,828,77,2560,92,206
0,-3966,0.0194,-0.05351,0.0,1469,2,163,115,136,327,174,97,337,223,239,264
1,23638,-0.0164,-0.0354,0.02296,3829,1,26,107,118,125,125,77,828,2560,92,206
0,3273,-0.064,0.04276,0.01296,1100,0,337,97,223,264,239,59,326,850,527,501
0,-23638,0.0164,0.01895,0.01858,-1867,0,77,828,2560,92,206,26,107,118,125,125
1,-3273,0.064,-0.01317,0.01699,5350,0,59,850,326,527,501,337,97,223,264,239
1,-21828,0.0014,-0.01198,0.01413,4445,0,867,5001,173,851,1734,785,556,539,361,3284
0,-21828,0.0014,0.0104,-0.00633,-1043,-1,1734,173,851,5001,867,556,539,361,785,3284
1,13793,0.0032,0.02424,0.01786,6428,1,463,580,109,192,758,1003,3988,123,1689,126
0,-13793,-0.0032,-0.00773,0.00981,637,1,1003,3988,123,126,1689,463,580,109,192,758
1,-21828,0.0014,-0.04384,0.00154,3947,0,867,5001,173,851,1734,785,556,361,539,3284
1,-20357,0.0128,-0.01759,-0.0275,1776,1,274,11,815,201,148,1003,1689,3988,126,123
1,1665,0.022,0.0015,-0.03706,1468,0,214,21,321,54,119,109,580,192,463,758
1,-20357,0.0128,0.03514,0.03437,-582,0,274,11,148,815,201,1003,1689,3988,123,126
0,-1665,-0.022,0.09533,0.00926,673,1,580,109,192,463,758,214,54,321,21,119
1,20357,-0.0128,0.08551,0.00159,2037,-1,1003,3988,123,126,1689,274,11,815,201,148
1,33434,-0.0006,0.01482,-0.03869,1297,1,509,5,195,425,500,867,5001,173,2030,1734
1,-10721,-0.0046,-0.02402,-0.02987,3066,3,4988,685,193,884,102,556,785,539,3284,361
1,33434,-0.0006,-0.02523,-0.01049,3293,0,509,5,195,425,500,867,5001,173,1734,2030
0,51708,-0.0154,0.04173,0.02215,-1375,0,540,279,201,257,163,157,932,68,402,405
0,10721,0.0046,0.0314,0.0171,-427,0,361,556,785,3284,539,4988,685,193,884,102
0,51708,-0.0154,0.0721,0.00455,-1260,1,279,257,201,540,163,932,68,157,402,405
1,-33434,0.0006,0.02882,-0.00096,-3534,-1,173,867,5001,2030,1734,509,425,195,500,5
1,10721,0.0046,0.08888,-0.01677,3791,1,361,556,539,785,3284,4988,685,102,193,884
0,32266,-0.004,0.05297,-0.00079,-1816,0,257,279,201,540,163,5001,154,210,312,129
1,-3916,0.0112,-0.01748,-0.0087,3164,0,74,216,259,315,313,642,251,107,217,247
1,-32266,0.004,-0.04843,-0.00532,4236,2,5001,312,154,210,129,279,257,201,540,163
0,3916,-0.0112,0.02249,0.04398,-3339,-1,642,247,107,217,251,74,216,315,259,313
1,32266,-0.004,0.00554,0.03377,2008,-1,257,279,201,540,163,5001,154,210,312,129
0,-17922,0.0004,0.04866,-0.0179,-407,0,157,8,68,402,405,93,57,17,90,46
1,17922,-0.0004,-0.01692,-0.00326,1633,0,93,57,17,90,46,157,8,68,402,405
0,-1905,-0.0042,0.00668,-0.0046,-2026,0,74,259,315,216,313,1,11,25,413,368
1,5651,0.0138,0.01604,-0.00185,2217,0,92,177,340,77,186,247,107,251,217,642
0,-1905,-0.0042,-0.00207,-0.00815,-3747,1,74,216,315,259,313,1,11,25,413,368
0,-29498,0.0036,-0.00575,-0.00996,-3695,0,5001,5001,5001,5001,257,163,115,136,174,327
1,5651,0.0138,-0.03577,0.00348,560,-1,92,177,340,77,186,642,247,217,107,251
0,1905,0.0042,0.03499,0.03698,-740,0,1,11,25,413,368,74,216,315,259,313
0,1531,0.0348,0.03297,0.01706,-3086,-1,194,152,198,140,5001,77,261,120,123,354
1,29498,-0.0036,0.01112,-0.00109,4765,1,163,115,174,136,327,5001,5001,5001,5001,257
1,-1531,-0.0348,0.01423,-0.00366,-590,0,120,261,77,123,354,194,140,198,152,5001
0,2825,-0.0238,-0.06731,-0.00951,-756,0,194,152,198,140,5001,59,850,501,527,326
0,-1979,0.0054,-0.002,-0.0392,-2431,-2,120,261,77,123,354,223,337,97,264,239
1,-1979,0.0054,0.05515,0.02438,-474,-1,77,261,120,123,354,337,223,239,97,264
0,2825,-0.0238,-0.03114,0.00874,1512,1,194,5001,198,152,140,59,850,326,527,501
0,-1979,0.0054,-0.00502,-0.01316,-760,0,120,77,123,261,354,337,97,223,264,239
1,583,0.0118,-0.00972,-0.01918,-2755,0,828,77,2560,92,206,163,115,136,174,327
1,53719,-0.0082,0.00445,-0.02537,8073,1,26,107,118,125,125,5001,5001,5001,5001,257
1,53719,-0.0082,-0.03911,-0.01184,4245,1,26,107,118,125,125,257,5001,5001,5001,5001
1,583,0.0118,0.01571,-0.00489,1750,-1,77,828,2560,92,206,163,115,136,327,174
0,-18514,-0.002,0.05327,0.03154,1125,1,19,5,96,37,125,19,29,1,6,153
1,18514,0.002,-0.04541,-0.02091,1757,0,19,6,1,153,29,19,5,96,37,125
0,-18514,-0.002,0.01377,0.01326,-806,3,19,5,96,37,125,19,29,1,6,153
0,-10114,0.0212,0.00241,-0.05336,-1323,0,23,5,55,387,384,19,5,96,37,125
1,10114,-0.0212,-0.01845,-0.00694,1652,1,19,5,96,37,125,23,5,55,387,384
1,18514,0.002,-0.03804,-0.01226,-219,0,19,29,1,6,153,19,5,96,37,125
0,-18514,-0.002,0.04684,-0.03104,2099,-1,19,5,96,37,125,19,29,6,1,153
0,18514,0.002,-0.06898,0.00478,2093,1,19,29,1,6,153,19,5,96,37,125
1,6643,0.006,0.0048,-0.00968,-637,0,23,5,55,387,384,12,140,122,85,11
0,6643,0.006,-0.04037,0.02027,2508,-1,23,5,55,387,384,12,140,122,85,11
1,6643,0.006,0.01131,0.03549,2807,0,23,5,55,387,384,12,140,122,85,11
0,9548,0.0048,0.01493,0.03024,-2801,0,174,67,653,35,18,23,5,55,387,384
0,9548,0.0048,0.00264,0.01139,2330,-1,174,67,653,35,18,23,5,55,387,384
0,-1884,0.0068,0.00829,0.00569,324,2,50,69,33,196,133,19,29,1,6,153
1,1884,-0.0068,-0.01793,0.0,1291,2,19,29,1,6,153,50,69,33,196,133
1,-43479,0.0248,-0.04559,-0.00909,2706,0,12,140,122,85,11,62,67,3,42,213
1,43479,-0.0248,0.0244,0.0,-3443,-1,62,67,3,42,213,12,140,122,85,11
1,-43479,0.0248,0.00405,0.00071,1715,0,12,140,122,85,11,62,67,3,42,213
1,2681,-0.0124,0.02123,0.02113,-785,1,19,5,96,37,125,75,5,193,12,69
0,2681,-0.0124,0.02621,-0.00931,-1805,0,19,5,96,37,125,75,5,193,12,69
0,-2681,0.0124,-0.01118,-0.02256,-1556,2,75,5,193,12,69,19,5,96,37,125
0,26744,-0.0124,-0.02976,-0.05178,-2231,-1,50,69,33,196,133,23,5,55,387,384
0,-26744,0.0124,-0.003,0.0343,-5912,-1,23,5,55,387,384,50,69,33,196,133
0,26744,-0.0124,-0.00806,-0.0111,-2776,0,50,69,33,196,133,23,5,55,387,384
0,27288,-0.0356,-0.03179,-0.03563,861,1,62,67,3,42,213,174,67,653,35,18
1,27288,-0.0356,0.00928,-0.0562,-333,0,62,67,213,3,42,174,67,653,35,18
1,-27288,0.0356,-0.00359,0.00744,162,0,174,67,653,35,18,62,3,213,67,42
1,21195,-0.0104,0.02683,-0.00473,346,-3,19,29,1,6,153,75,12,193,5,69
1,21195,-0.0104,-0.00389,-0.01133,782,-1,19,29,1,6,153,75,12,193,5,69
0,21195,-0.0104,-0.00682,0.00853,-103,-1,19,29,1,6,153,75,12,193,5,69
0,16757,-0.0152,0.0284,0.01428,390,0,19,5,96,37,125,12,140,122,85,11
0,16757,-0.0152,-0.04572,0.04319,1957,1,19,5,96,37,125,12,140,122,85,11
1,16757,-0.0152,0.0668,-0.0038,-1787,1,19,5,96,37,125,12,140,122,85,11
1,29403,-0.022,-0.00043,-0.01149,733,-1,62,67,3,42,213,75,12,193,5,69
1,29403,-0.022,-0.01476,0.02596,-788,1,62,67,213,42,3,75,12,193,5,69
1,-29403,0.022,-0.05384,0.00022,2842,0,75,12,193,5,69,62,213,3,42,67
0,33387,-0.0064,0.02681,0.01809,3756,-1,50,69,33,196,133,12,140,122,85,11
1,-33387,0.0064,0.01379,0.0,3263,-1,12,140,122,85,11,50,69,196,33,133
0,-28628,0.0192,0.04308,0.01607,-3138,-1,23,5,55,387,384,19,29,1,6,153
0,-28628,0.0192,0.05468,0.00685,-1981,0,384,5,55,387,23,19,29,1,6,153
1,566,-0.026,-0.05644,0.01419,2971,2,19,5,37,96,125,174,67,653,35,18
0,566,-0.026,-0.02372,-0.00955,392,1,19,5,96,37,125,174,67,653,35,18
0,-566,0.026,-0.02843,0.00027,1691,-1,174,67,653,35,18,19,5,96,37,125
0,-10092,0.0184,0.01315,-0.00149,1045,-1,50,69,33,196,133,62,67,3,42,213
1,10092,-0.0184,0.0057,0.02958,4403,0,62,67,213,3,42,50,69,33,196,133
1,-10092,0.0184,0.01503,-0.01394,858,0,50,69,33,196,133,62,3,213,67,42
0,7433,-0.0088,0.00061,0.0,-74,0,75,5,193,12,69,23,5,55,387,384
1,7433,-0.0088,0.03267,-0.0164,5030,-1,75,5,193,12,69,23,5,55,387,384
1,-7433,0.0088,0.022,0.01291,6,1,23,5,55,387,384,75,5,193,12,69
0,-18514,-0.002,0.01091,-0.00321,-4441,1,19,5,96,37,125,19,29,1,6,153
1,18514,0.002,-0.04715,0.0114,-467,0,19,29,1,6,153,19,5,96,37,125
1,16191,0.0108,0.01641,0.03088,-1409,-2,174,67,653,35,18,12,140,122,85,11
0,-16191,-0.0108,-0.0059,-0.03163,-133,0,12,140,122,85,11,174,67,653,35,18
0,-36836,0.0308,0.01857,-0.01083,1750,-1,23,5,55,387,384,62,213,67,42,3
0,-36836,0.0308,-0.00137,-0.00784,1984,0,23,5,55,387,384,62,3,67,42,213
0,36836,-0.0308,-0.01393,0.00383,-3860,0,62,42,3,67,213,23,5,55,387,384
0,16630,0.0088,0.00865,-0.01259,-591,-1,50,69,33,196,133,19,5,96,37,125
1,-16630,-0.0088,0.02278,0.01622,2787,0,19,5,96,37,125,50,69,33,196,133
1,2115,0.0136,0.04853,0.0331,2605,-1,174,67,653,35,18,75,5,193,12,69
1,2115,0.0136,0.00958,0.01896,629,-1,174,67,653,35,18,75,5,193,12,69
0,-35271,0.0132,-0.01695,-0.03032,137,-1,12,140,122,85,11,19,29,1,6,153
1,35271,-0.0132,-0.04198,-0.02796,-3280,1,19,29,1,6,153,12,140,122,85,11
0,-17196,0.0172,0.05215,0.02877,3642,-2,174,67,653,35,18,50,69,33,196,133
1,-17196,0.0172,-0.00094,0.00955,277,0,174,67,653,35,18,50,69,33,196,133
1,17196,-0.0172,-0.0583,-0.01044,-3846,0,50,69,33,196,133,174,67,653,35,18
0,14076,-0.0028,-0.01814,0.03045,2666,2,75,5,193,12,69,12,140,122,85,11
0,14076,-0.0028,-0.03579,0.0054,-1978,-1,75,5,193,12,69,12,140,122,85,11
0,-14076,0.0028,0.03985,-0.04016,-329,2,12,140,122,85,11,75,5,193,12,69
1,-8208,0.0116,-0.01902,0.02845,-875,-1,19,29,1,6,153,62,67,213,3,42
0,8208,-0.0116,-0.01186,-0.02192,-1977,0,62,67,3,42,213,19,29,1,6,153
0,-10114,0.0212,0.06464,-0.01485,-1221,-1,23,5,55,387,384,19,5,96,37,125
0,10114,-0.0212,-0.01358,0.00267,-3855,1,19,5,96,37,125,23,5,55,387,384
0,-10114,0.0212,0.00203,-0.00331,-828,0,23,5,55,387,384,19,5,96,37,125
0,-19311,0.0036,0.00572,0.0,-1287,1,75,12,193,5,69,50,69,33,196,133
1,19311,-0.0036,0.00361,-0.02204,1057,0,50,69,33,196,133,75,5,193,12,69
0,-19080,0.024,0.00136,0.0,-1946,-1,174,67,653,35,18,19,29,1,6,153
1,19080,-0.024,-0.00107,-0.0028,4674,-1,19,29,1,6,153,174,67,653,35,18
1,-26722,0.0096,-0.03044,-0.01765,1237,2,19,5,96,37,125,213,67,3,42,62
0,26722,-0.0096,-0.02902,0.01034,-2828,0,62,67,3,42,213,19,5,96,37,125
0,-26722,0.0096,-0.02175,0.00081,-1690,0,19,5,96,37,125,62,67,213,42,3
1,6643,0.006,0.01733,-0.0184,187,0,23,5,55,387,384,12,140,122,85,11
1,-6643,-0.006,0.01614,-0.03049,2592,-1,12,140,122,85,11,23,5,55,387,384
1,6643,0.006,-0.01324,-0.00585,854,0,23,5,55,387,384,12,140,122,85,11
1,25261,-0.0174,0.02392,0.00382,3030,-1,62,213,3,42,67,14,100,170,41,55
0,2027,-0.0182,0.03983,0.00104,-5297,0,14,100,170,41,55,174,67,653,35,18
0,-27288,0.0356,0.06337,0.02242,100,0,174,67,653,35,18,62,3,213,42,67
0,-26744,0.0124,-0.0085,0.00921,-2649,0,23,5,55,384,387,50,69,33,196,133
0,14076,-0.0028,-0.01595,0.03714,-4046,2,75,5,193,12,69,12,140,122,85,11
1,-8132,0.0076,0.00458,0.03883,-3453,-1,51,43,39,97,172,141,15,15,148,100
1,9562,-0.0204,-0.03499,0.0243,5651,1,360,28,58,242,166,353,148,214,251,66
0,26744,-0.0124,-0.00928,0.00173,1072,-1,50,69,33,196,133,23,5,55,387,384
1,-9562,0.0204,0.03103,0.0,210,-3,353,148,214,251,66,360,28,58,242,166
1,8132,-0.0076,0.0304,0.0,1920,0,141,15,15,148,100,51,43,39,97,172
0,-14076,0.0028,0.00674,0.05255,-437,0,12,140,122,85,11,75,12,193,5,69
0,-23026,0.01,0.00851,-0.03213,-247,1,353,138,31,35,8,62,213,3,67,42
0,-6009,0.0084,0.02554,-0.00223,2699,-2,20,14,44,18,82,14,100,170,41,55
1,-2291,-0.0022,0.01438,0.01272,446,1,124,10,167,273,196,174,67,653,35,18
1,-18514,-0.002,0.03147,-0.00368,788,0,19,5,96,37,125,19,29,1,6,153
1,2291,0.0022,-0.01561,0.00483,672,1,174,67,653,35,18,124,10,167,273,196
0,23026,-0.01,0.03662,0.01352,2877,0,62,67,213,42,3,353,138,31,35,8
1,18514,0.002,-0.06498,-0.0375,2255,0,19,29,1,6,153,19,5,96,37,125
0,6009,-0.0084,-0.03395,0.00282,-1287,-1,14,100,170,41,55,20,14,44,18,82
0,-4701,0.021,-0.01501,0.01463,-3448,-1,23,5,55,387,384,51,43,39,97,172
1,-457,-0.0106,0.00056,0.00211,-3169,-1,360,28,58,242,166,75,5,193,12,69
1,15419,-0.0296,0.04424,0.01956,2491,0,141,15,15,148,100,353,148,214,251,66
1,-4701,0.021,0.05541,0.01506,816,0,23,5,55,387,384,51,43,39,97,172
1,-33387,0.0064,-0.03907,-0.00441,-494,0,12,140,122,85,11,50,69,33,196,133
0,-457,-0.0106,0.04976,-0.00964,1512,0,360,28,58,242,166,75,5,193,12,69
0,-15419,0.0296,-0.00569,-0.03019,1811,2,353,148,214,251,66,141,148,15,15,100
1,33387,-0.0064,-0.02404,0.00742,4219,0,50,69,33,196,133,12,140,122,85,11
0,-17053,0.0058,-0.03102,0.03461,-2201,1,14,100,170,41,55,19,29,1,6,153
0,2857,-0.0238,-0.00505,0.02406,929,0,19,5,96,37,125,124,10,167,273,196
1,-31270,0.0258,0.05794,0.01359,583,-1,20,14,44,18,82,62,67,3,42,213
1,-4262,0.0256,-0.00085,0.00271,1652,0,174,67,653,35,18,353,138,35,31,8
0,-31270,0.0258,0.02586,0.0228,-3723,-1,20,14,44,18,82,62,213,3,67,42
1,2857,-0.0238,-0.01933,0.00239,621,1,19,5,96,37,125,124,10,167,273,196
0,17053,-0.0058,0.03778,0.00842,-2129,0,19,29,1,6,153,14,100,170,41,55
0,4262,-0.0256,0.02922,-0.03394,-720,1,353,138,35,31,8,174,67,653,35,18
0,11344,-0.015,-0.04166,0.03174,-2836,1,51,43,39,97,172,12,140,122,85,11
1,-29330,0.0134,-0.01674,0.03045,2470,-1,353,148,214,251,66,50,69,33,196,133
0,7433,-0.0088,0.01174,0.00309,1345,1,75,5,193,12,69,23,5,55,387,384
1,-5857,0.0092,-0.00111,0.0136,1576,0,360,28,58,242,166,141,15,15,148,100
0,-29330,0.0134,-0.01993,0.02844,279,-2,353,148,214,251,66,50,69,33,196,133
1,-11344,0.015,-0.04585,0.01405,1672,0,12,140,122,85,11,51,43,39,97,172
0,-7433,0.0088,0.01191,-0.04212,-42,-2,23,5,55,387,384,75,5,193,12,69
1,5857,-0.0092,0.01547,-0.02054,3803,-1,141,148,15,15,100,360,28,58,242,166
1,-1691,-0.0076,0.00514,-0.05828,213,0,20,14,44,18,82,124,10,167,273,196
0,-3696,-0.0004,0.03551,0.00583,963,-1,19,5,96,37,125,353,138,35,31,8
0,25261,-0.0174,0.00597,0.00079,-793,-1,62,67,213,42,3,14,100,170,41,55
0,-19080,0.024,0.01968,0.0,-81,0,174,67,653,35,18,19,29,1,6,153
